Time Series,AH,BJ,CQ,FJ,GS,GD,GX,GZ,HI,HE,HL,HA,HB,HN,JS,JX,JL,LN,NM,NX,QH,SN,SD,SH,SX,SC,TJ,XJ,XZ,YN,ZJ
15,20547.14183,15006.88835,12301.39977,23566.21389,15007.70236,43530.46906,17848.76089,19703.90526,3155.850344,43032.1845,12119.2597,37065.69073,22880.6051,19252.95018,61879.15069,14924.12965,8942.345079,24590.80633,35472.21668,9015.515951,8773.189321,18751.94571,62365.35676,17479.47136,22976.56463,26758.45756,9965.006152,30975.14218,814.4655979,19395.314,43430.08546
16,20935.94874,14990.87163,12186.94425,23985.03295,14784.3083,43530.54301,18329.53971,20154.52774,3153.166619,44187.09678,12299.02547,37574.42435,23048.00977,19119.31657,62430.24107,15677.98891,9016.20096,24602.36259,35708.70644,9043.436708,8663.500122,19036.17192,63669.0663,17530.1102,23555.5249,28109.29246,10004.23559,30912.12445,803.616998,19615.03081,44189.94222
17,22064.91754,15231.13607,12536.16394,24726.56449,14501.22794,44490.85131,18743.43432,20417.44986,3239.697623,45568.03082,12957.06305,37217.31254,23399.84545,19587.79907,63875.80253,16667.42945,9439.112183,25370.15457,36253.80355,9095.111709,8881.396733,19374.32505,65186.08687,18030.24007,23765.78549,28564.71413,10105.19845,31266.59984,798.6383747,20395.78942,45142.71131
18,24024.52287,15799.29202,13264.53026,25833.24604,15311.17269,47356.82554,19878.00648,21761.58963,3699.25528,47592.85156,13971.47746,40353.98304,25385.57076,21881.6468,65758.4271,18310.85794,10088.34164,26289.43743,37699.24688,9607.755576,8973.43217,20776.311,67543.97499,18619.69831,25490.43683,30690.62107,10338.55929,31230.87177,838.8927819,22280.71435,46172.74197
19,24743.96637,16247.89022,13732.62345,26433.60544,15897.2583,50395.42744,20917.02975,22718.44973,3909.108576,49731.23626,13960.54096,44848.10675,25185.54191,23334.12627,66143.41369,18894.48209,10529.45552,26918.37287,38695.33547,9998.161722,9037.716294,21045.83695,72110.27897,19267.46101,26784.40091,30039.78311,10652.58183,31368.1935,867.1281928,23143.00062,45687.2541
20,26038.8295,16645.18687,13817.93444,26412.78121,16043.28846,53512.29641,21848.35616,23595.40789,4137.88347,48627.6693,13416.78005,45022.82972,25067.50261,25220.44098,66747.3475,19258.8076,10250.75295,26775.30537,39640.69119,10267.43214,8884.894381,22561.14199,69732.72852,19312.28611,28313.28706,30867.80082,10623.35916,31741.4954,880.0788596,22345.59197,45691.92064
21,25265.00098,16366.90348,13526.63072,25747.30755,16001.66298,51216.46691,21263.11283,22669.70066,3950.464216,46857.86427,13026.56816,42101.53488,24197.30328,23566.37903,65831.84574,18442.18676,10075.12317,26653.43367,39317.23812,10321.69505,9056.550822,22446.96168,66033.48131,18822.92434,26796.97908,30699.65739,10382.05589,31996.92335,960.4695855,21912.36119,44916.04894
22,24659.10263,16161.33599,12838.82814,25233.60286,15219.58983,50538.63635,20208.25219,21656.2851,3790.256098,46425.65775,12518.36373,40792.98044,23080.96226,21904.5831,65883.87529,17545.94917,9665.738413,26331.57983,38846.45504,10119.06042,9020.730304,21680.02411,64729.30021,18369.44452,26464.76937,29501.05705,10217.24865,31977.65252,998.214938,21110.23315,44072.85106
23,22968.83677,15448.25799,11824.46642,25168.00347,14591.01861,48877.63885,19386.5027,20366.26059,3490.022038,44936.94381,11579.48203,37089.83003,22227.06195,20405.11985,64669.46572,15989.03349,9069.470379,28218.93043,38437.16663,9921.240504,8810.527674,20267.45156,63885.1056,17509.14092,25326.32953,26998.17424,9705.093167,31996.81082,942.1214135,19996.6241,43756.05626
24,22589.49669,14243.08016,10709.70175,23195.76184,14544.70857,45190.42109,17659.46442,18727.61884,3127.786325,42859.04117,10825.20287,34967.29041,20843.28067,19043.14284,61042.01173,14054.97872,8356.917774,27054.45937,37651.08644,9816.673402,8629.114809,18610.45384,60997.6771,16342.51474,24122.8443,23774.66478,9189.896286,31423.5294,850.7265004,18337.5882,42361.02338
25,22893.4235,13512.03456,11937.38188,21541.99766,14202.74594,55408.24543,16382.32096,16471.75201,3990.270292,40269.35639,10415.504,37210.47402,22003.52942,23922.57799,59699.04095,14337.69389,8114.377824,26033.87206,36114.11999,9505.586597,8678.609525,19112.58052,63608.58336,14640.70425,24284.61812,24316.81764,8353.207829,30942.11301,774.2412252,16960.32464,40390.58052
26,21702.91994,13337.78272,10787.10318,21266.31875,13549.15293,51437.52542,15249.24486,15219.59729,3448.453614,39452.45214,10182.83812,36738.67238,21228.92946,19112.32841,58569.29969,14641.72096,7844.45944,25238.59151,35803.21311,9345.538467,8654.52145,17794.79039,61675.86914,13951.64308,24203.00995,22863.84451,8170.714374,30627.12235,703.4809698,16345.34657,38791.92669
27,20796.04232,12967.77162,9760.733985,20185.48353,13601.32785,48067.27779,14685.72825,14395.38171,2927.716581,38182.82376,9994.238151,34722.23045,20354.64544,17285.36275,57053.24716,13227.142,7707.482746,24600.39942,35601.11959,9345.540109,8596.015222,16941.36054,59982.69707,13261.79062,23245.12254,21865.85624,8009.221242,30169.17943,680.6211671,15826.33441,37064.52771
28,19846.37664,12747.69246,8893.714806,19445.9935,13643.18289,45505.82345,13794.9309,14155.88863,2539.434552,37967.16282,9928.651273,32802.74329,19183.67314,16049.25166,55256.97419,12280.29816,7507.038186,24352.54556,35244.55587,9266.513876,8484.37713,16221.21147,57761.51554,12753.33017,23041.85393,20862.68878,7838.230852,29898.00015,648.3871969,15329.35926,35565.12529
29,19111.69268,12616.98815,8354.034439,18571.97471,13466.91654,42047.62778,13214.91112,14066.50336,2231.892244,37500.45645,10030.13423,31057.82825,18257.72929,14853.24077,54132.19217,11485.87041,7652.519054,24369.47728,35204.80883,9153.516731,8575.165191,15539.55996,56528.03978,12518.27503,22696.22793,20284.55483,7836.217595,29791.53695,639.150644,15360.2541,34684.16705
30,18714.40182,12674.07935,7978.698071,17947.98878,13225.93049,40425.02055,12930.99546,14307.18733,2127.625774,37227.01424,10933.70528,30326.30649,17748.18106,13945.91011,53944.9152,10841.22297,8147.828635,24383.92681,35500.3682,9151.916816,8629.285481,15171.61749,56511.03457,12513.97705,22841.5663,20422.76379,7745.805315,29698.80179,611.4723277,15069.86087,34544.64236
31,18991.71901,12705.7945,7790.963037,18576.06986,13707.83691,39719.50561,13433.58851,14791.19388,2231.527127,38781.80869,12379.00111,31037.94566,17415.32003,13945.70807,55246.73747,11177.21217,9170.362984,25745.59967,36402.38166,9279.449657,8636.82852,15296.43339,58783.37287,12700.77042,23484.10736,20367.47644,8012.171091,29796.09791,635.1239223,15709.97677,35412.81108
32,19112.60809,13680.54256,7849.554028,18583.51807,14605.64064,41001.95866,14904.71555,16921.35824,2413.707463,40184.74872,12773.09617,32483.37052,17580.55636,15126.80157,56203.46059,10998.64675,9484.488051,26371.7842,37098.40999,9335.601783,9049.483967,16112.28397,60526.93562,13638.66674,25010.13743,20318.50327,8556.169164,29868.07454,684.4649822,17316.99594,37900.79609
33,20223.18867,14850.20669,8938.204126,20116.8083,14665.23563,50268.58272,15916.22704,19655.13378,2717.115246,41338.39023,12814.24282,32766.74213,18628.33129,16767.32234,61176.10369,11596.06802,9792.203745,26127.45839,36896.74752,9068.92995,8894.736437,16950.27212,63316.15183,15907.85516,24541.32754,21020.66863,9343.78697,30261.52925,793.3071827,19242.96149,44971.4848
34,21773.38369,16187.81151,11253.41102,22907.30478,14735.25709,66226.13991,18690.48328,22075.38651,3572.892787,45220.00066,13047.89026,34773.15035,21552.30377,19895.44137,67234.80372,14814.31715,10428.58951,27977.83684,37377.95807,9281.523077,8902.367234,18802.59319,67142.39782,18601.34398,25188.43328,25011.00636,10429.51376,30728.85565,874.1619548,21467.3244,49639.71957
35,23459.96805,16801.68633,12481.91382,25394.95009,15040.42827,71182.63313,20191.7964,22984.45016,4203.120372,47230.644,13406.81784,38063.58158,23169.18787,22678.31095,71388.44237,16662.46304,10781.08497,29109.62281,37825.1352,9221.285414,8410.043776,20253.82822,69965.47504,19649.81669,26064.23077,27393.94943,10826.19529,30900.49275,936.339633,22874.21256,52081.9978
36,25169.66817,17123.0629,13324.3797,27382.70148,15232.5875,74321.22729,21196.77088,23771.93213,4093.993964,49800.70469,14198.32535,41593.71296,24423.20354,25035.80566,72677.57352,18308.18194,10946.23515,29099.02525,38625.88722,9281.315786,8571.97691,21692.02426,72202.83601,19976.75069,27470.36877,29818.47558,11214.3324,31424.72845,966.63504,23220.24931,51302.45646
37,24973.38016,17091.75299,12852.11457,26017.28646,15790.45642,66741.29038,20246.60309,22819.55307,3496.388163,49392.17244,13132.6087,44233.40119,24637.83597,24982.38161,70825.58607,16573.59078,10318.07105,28027.4816,38422.78307,9339.674599,8622.39977,22331.275,71249.72898,20094.29233,28691.02166,30795.12908,10736.82966,31569.06751,929.7565677,22088.92873,48544.28922
38,26174.72728,16975.86526,13039.41946,25561.50202,15189.71086,64799.88689,20117.93832,20985.23189,3176.568964,47793.58263,12668.35414,45814.86478,26257.70669,25465.84655,73866.95351,17041.2187,10423.38414,28244.29914,37692.79074,9501.163945,9009.082258,22930.61821,70891.83684,20273.8104,27668.7374,31337.33698,10831.72549,31614.16055,876.485978,20190.23478,52031.86273
39,26168.73398,16948.43328,13609.81198,26625.38096,14941.36101,74082.41925,20813.3729,20955.02574,3089.733731,48348.23649,12883.011,44940.95633,26758.13685,25459.74751,73898.62537,17836.66179,10507.36167,28890.96179,37517.23232,9473.581011,9043.405856,22814.42424,72379.47135,20350.8755,27195.87784,31764.11695,11069.18717,31498.2254,838.6179591,20174.62672,53306.70223
40,25910.90512,16832.33508,13890.7874,26469.54031,14833.57062,76065.66214,21612.82395,21227.85764,3067.10864,49498.37885,12908.23268,44212.18135,26681.05737,24458.96403,73947.35206,17990.88298,10632.45035,28700.34576,38089.8771,9640.261669,9225.26068,22813.70127,73140.23745,19933.32913,27512.20854,31910.0902,11123.38897,31327.8565,842.521121,20544.33267,52940.28872
41,25502.71402,16994.14942,14307.93212,26648.95191,15005.48734,75972.66945,21513.88501,20930.38571,3200.861336,49146.08613,13589.23976,43576.37595,26258.12177,24070.3951,72753.33573,18028.69606,10786.96087,29028.36878,38321.18904,9633.140275,9158.976501,22663.66964,71929.13734,19926.08911,27702.7408,31478.66498,11118.20025,31422.78049,859.3225874,21069.6343,52696.66677
42,25045.33958,17063.02589,14141.46065,26544.24551,15702.64334,74521.04337,21969.73591,22511.52968,3775.153343,50061.23447,14313.75198,42378.42761,25487.91354,24666.18164,70048.51076,17935.24173,10943.79307,28384.09279,39276.65914,10076.82226,8843.615183,22634.05159,71079.56468,19277.72339,28717.61041,31149.20976,11064.37803,31547.0671,897.5915974,22706.19512,50275.13802
43,23492.06851,16833.47735,13336.96078,25570.02153,16043.28846,64509.3948,20927.24765,22931.50109,3768.400807,49291.75198,13549.10475,41505.75143,23154.92215,23001.94465,66111.58767,16883.44282,10570.19964,27675.7545,39608.22835,10241.88457,8805.856453,22040.16392,68506.71875,18279.67731,28725.3603,29794.52953,10664.61253,31614.14786,897.5226695,23338.7131,45619.78671
44,23705.49702,16601.36005,12295.19723,25053.28679,15731.45872,64738.89288,20042.46437,22444.03329,3729.282685,48244.65084,13288.16658,39917.72973,21520.55419,21886.62019,66423.63804,16095.47777,10406.8712,27335.95447,39719.82783,10241.71096,9081.948836,21139.36379,66599.39262,18106.39578,28403.11144,28607.503,10248.44332,31901.2291,885.4591398,22145.34038,45140.57328
45,27028.92225,16804.85158,12391.99261,25211.50869,15319.51541,65850.86353,21303.17496,23161.50027,4179.942905,48967.21106,13436.22917,41665.09525,24164.85443,24975.62181,70250.40049,18302.26292,10588.21554,28206.99687,39508.8007,10337.91317,9002.640606,21926.47763,66603.85819,18158.01919,29122.46967,28633.1942,10384.31906,31851.28314,897.1689078,22117.15251,46368.5111
46,27366.92806,16670.13571,13324.14566,25571.10179,15628.36418,65402.90867,21497.17658,22389.19512,3946.019259,49375.95034,12724.76277,43373.52343,25764.74597,26154.07593,70490.95786,19582.33692,10073.25144,27960.45807,39152.9038,10403.39712,9166.32352,22797.7822,64966.05461,18108.96498,28402.49514,30970.98732,10152.93033,31751.36211,1008.001359,22118.31003,46713.42188
47,26034.96944,15933.11568,12670.16675,25940.46826,15044.52204,64549.90814,21479.83834,21019.69892,3565.549404,47928.97873,11748.22232,42367.31946,25416.27965,24932.99965,68140.19252,19196.11207,9366.870056,28813.17242,38582.04152,10145.60384,8778.577089,22096.98863,64047.40058,17650.51684,27722.59219,30361.70498,9706.735416,31996.92335,994.2593961,21167.29131,46361.22257
48,24649.39147,14777.44059,11548.62657,25030.97365,14769.43949,62355.99885,19974.24403,19028.57501,2847.508582,45114.33405,10942.59608,39216.15014,23591.50228,23269.41951,64122.85056,16960.45496,8685.009699,27241.24155,37244.1634,9814.653906,8660.921124,20188.90658,61151.72206,16268.74869,26198.43987,28259.40092,9230.032951,31991.1937,894.7472594,19459.32499,44649.20295
49,23518.45779,13711.4125,12399.88142,21999.41505,14324.07106,61185.59707,16546.90897,16606.76603,4073.457974,40941.80601,10495.5391,39464.96484,22816.99381,24929.35043,64609.95095,14985.39507,8360.465644,26715.31761,36249.02812,9653.726378,8740.835286,19480.38161,66193.14225,15733.67867,24781.94056,24790.07172,8574.968326,31016.22987,778.7580347,16828.98372,42231.9712
50,22274.81033,13532.89013,11236.64904,21710.02573,13599.19002,57987.04825,15314.14772,15282.31375,3507.579163,40099.08543,10254.38217,38943.60252,21982.57973,19820.92193,63392.52041,15313.00487,8077.390943,25932.93052,35932.32408,9475.944589,8717.777248,18138.43659,64173.32892,14960.77404,24700.40358,23245.41101,8389.691118,30634.57302,701.8511705,16206.06097,40374.47724
51,21327.44982,13153.81089,10198.72156,20575.43706,13657.05571,55272.20018,14701.05434,14410.50918,2963.716145,38794.52943,10058.89932,36715.34231,21040.78405,17880.70589,61758.79354,13788.70006,7933.737752,25305.0851,35734.14897,9475.946414,8661.772821,17269.36351,62403.85287,14186.98182,23743.35191,22184.44628,8225.734571,30079.70878,677.0056449,15680.34388,38367.39283
52,20335.39122,12928.33808,9321.938592,19799.16979,13703.47592,53208.86236,13731.88692,14157.18811,2558.190471,38575.5868,9990.918878,34594.22153,19779.39002,16567.97044,59823.09582,12768.41157,7723.523157,25061.24956,35380.18412,9388.163913,8554.908517,16536.01423,60082.57226,13616.65302,23540.26065,21117.97553,8052.135895,29751.13577,641.9716621,15176.94849,36625.22021
53,19567.91107,12794.43051,8776.180703,18881.6832,13507.98402,50423.16917,13100.83847,14062.64188,2236.990179,38091.49854,10096.10541,32666.0109,18781.94537,15297.82094,58611.00945,11912.36176,7876.095029,25077.90678,35343.44178,9262.646454,8641.814364,15841.86815,58793.50906,13352.99688,23194.9362,20503.35935,8050.091928,29622.14017,631.9327734,15208.24245,35601.62486
54,19152.88521,12852.92088,8396.617547,18226.66442,13240.71339,49116.10436,12791.94463,14317.22258,2128.093224,37816.27556,11032.65192,31857.64603,18233.05015,14334.24645,58409.19625,11217.7104,8395.54691,25092.12204,35638.40448,9260.869266,8693.620401,15467.18136,58775.7375,13348.17593,23340.14776,20650.28977,7958.3005,29509.77808,601.8501726,14914.09773,35439.50955
55,19442.5818,12885.41329,8206.768365,18885.98202,13775.18181,48547.78829,13338.75453,14829.17496,2236.608847,39399.57515,12530.69323,32644.03973,17874.48581,14334.03188,59812.06454,11579.76156,9467.92146,26431.71883,36569.41245,9402.533005,8700.840891,15594.28512,61150.4803,13557.69791,23982.12822,20591.5136,8228.729417,29627.66644,627.5562694,15562.48306,36448.24461
56,19568.86735,13884.05024,8266.019168,18893.80065,14770.90988,49580.84745,14939.3076,17082.33187,2426.87983,40844.99633,12939.17063,34241.30007,18052.48158,15588.33928,60843.04747,11387.34521,9797.35756,27047.75137,37268.21524,9464.9069,9095.850664,16425.0901,62972.61792,14609.71542,25506.82686,20539.45006,8781.025632,29714.87656,681.1833539,17190.26272,39339.06252
57,20729.02408,15082.38022,9366.928921,20503.34639,14837.00495,57045.4255,16039.80929,19973.95157,2743.761983,42033.10983,12981.81891,34554.43861,19181.16502,17330.55306,66201.66168,12031.10716,10120.07188,26807.38668,37057.38349,9168.687286,8947.720336,17278.43845,65887.53209,17155.01374,25038.426,21285.92445,9580.657753,30191.60398,799.4801618,19141.10913,47554.57568
58,22348.41957,16452.76673,11708.20814,23432.62333,14914.66372,69899.77574,19058.13754,22533.94613,3637.544691,46023.49953,13223.99322,36771.61112,22330.9248,20652.57869,72730.63138,15498.98898,10787.47626,28627.76593,37536.98786,9404.836164,8955.02483,19164.71225,69886.21051,20176.24041,25684.96715,25528.06611,10682.94621,30757.83766,887.3584057,21394.20776,52978.65044
59,24110.29281,17081.68625,12950.54552,26043.98733,15253.12021,73892.39811,20691.53237,23495.49778,4295.760747,48088.45706,13596.01971,40407.68757,24072.66366,23607.95347,77206.67091,17490.49159,11157.153,29741.20286,37984.89133,9337.924045,8483.753752,20642.54819,72836.51166,21352.28899,26560.00053,28061.38103,11085.67871,30965.80088,954.9371649,22819.27101,55816.36114
60,25896.31368,17410.93903,13802.49869,28130.59606,15466.23844,76420.6415,21784.92196,24328.4478,4181.788025,50731.66142,14416.41297,44308.64361,25423.51363,26111.58513,78595.863,19263.86538,11330.3529,29730.77711,38793.83414,9404.605904,8638.762418,22107.10612,75174.70086,21719.00361,27964.91171,30638.90306,11479.73647,31600.98844,987.8641906,23169.77807,54910.60324
61,25691.26341,17378.86179,13324.91522,26697.27451,16084.95467,70314.74681,20751.16081,23321.07978,3557.642489,50319.36648,13311.80343,47225.61938,25654.71984,26054.84942,76600.12632,17394.7257,10671.57093,28676.60583,38578.28973,9469.430993,8687.029132,22758.07423,74178.64141,21850.84747,29184.4996,31677.18674,10994.94991,31775.87612,947.7822598,22023.84237,51705.85753
62,26946.23849,17260.13391,13514.32942,26218.82243,15418.68521,68750.88085,20611.17645,21380.8476,3223.620087,48683.93825,12830.60609,48973.20871,27399.67595,26568.28349,79877.56137,17898.62651,10782.01717,28889.90822,37843.29945,9648.813687,9057.176584,23368.4033,73804.62061,22052.2089,28163.10727,32253.60981,11091.29327,31830.51288,889.8843058,20100.61989,55758.10862
63,26939.97765,17232.02963,14091.14532,27335.61153,15143.2476,76228.27357,21367.7936,21348.89739,3132.928493,49248.87027,13053.09675,48007.50006,27938.74901,26561.80639,79911.69156,18755.77042,10870.08792,29526.08688,37671.24327,9618.174508,9090.03246,23250.07951,75359.2964,22138.65112,27690.66026,32707.32105,11332.37719,31690.04064,848.7268712,20084.81019,57239.35905
64,26670.63935,17113.08613,14375.28489,27172.02041,15023.70041,77825.84258,22237.57832,21637.48219,3109.298619,50428.0999,13079.2389,47202.17049,27855.7175,25498.9861,79964.20037,18921.95421,11001.27365,29338.5612,38238.30412,9803.323722,9264.11094,23249.3433,76154.34695,21670.29862,28006.71497,32862.50571,11387.40578,31483.61402,852.9690823,20459.29224,56813.61906
65,26244.22665,17278.86617,14797.12722,27360.35474,15214.36825,77750.93383,22129.93498,21322.83467,3248.991286,50065.04269,13785.09905,46499.57656,27400.12308,25086.33046,78677.50579,18962.70038,11163.31529,29661.26616,38470.25306,9795.413264,9200.661157,23096.56161,74888.66777,21662.17764,28197.08099,32403.85608,11382.13791,31598.6282,871.2300126,20991.38005,56530.55196
66,25766.43508,17349.43065,14628.78106,27250.44095,15987.56374,76581.60009,22625.89048,22995.27156,3848.787659,50990.83414,14536.05204,45175.78905,26570.43986,25719.04876,75762.73528,18861.997,11327.79178,29027.43547,39430.43975,10288.25611,8898.785091,23066.40067,74000.80853,20934.92019,29211.06516,32053.61111,11327.49469,31749.21944,912.8232705,22649.08301,53716.95033
67,24143.82622,17114.25639,13815.22145,26227.76564,16365.36335,68516.87968,21491.68676,23439.49151,3841.735243,50198.30858,13743.49933,44211.4421,24057.29635,23951.64865,71520.23253,17728.6123,10935.98873,28330.5811,39769.6812,10471.60767,8862.640973,22461.62713,71312.01551,19815.43404,29218.80828,30613.44593,10921.63117,31830.4975,912.7483553,23289.77225,48307.84499
68,24366.78216,16876.45042,12761.72625,25685.332,16019.52204,68701.74812,20529.06249,22923.87803,3800.879881,49130.48437,13473.03833,42456.60577,22296.72353,22767.18719,71856.5039,16879.52649,10764.69936,27996.29006,39865.37992,10471.41482,9126.927293,21544.31548,69318.7344,19621.068,28896.84058,29351.51397,10499.11372,32178.33804,899.6369238,22080.98279,47751.04149
69,27838.5646,17084.92907,12859.61168,25851.42279,15562.64767,69597.47796,21900.68719,23682.7705,4271.553967,49865.38335,13626.5044,44387.52429,25145.21496,26047.67058,75980.29547,19257.48723,10954.88276,28853.21071,39656.31362,10578.27643,9051.010384,22345.85699,69323.40122,19678.97283,29615.57118,29378.82638,10637.06211,32117.82128,912.3638639,22052.43077,49177.79633
70,28191.65893,16946.91161,13802.26201,26228.89963,15905.18287,69236.63522,22111.75658,22865.87359,4027.241748,50288.56615,12889.07332,46275.41527,26868.64911,27299.175,76239.52463,20636.85383,10414.81836,28610.66892,39298.63213,10651.01614,9207.694008,23233.13243,67611.78888,19623.9498,28896.22481,31864.14223,10402.14378,31996.75246,1032.823806,22053.60324,49578.55206
71,26800.24188,16191.82888,13140.91843,26616.6359,15257.6605,68549.51454,22092.89297,21417.30469,3629.875188,48809.96918,11876.89443,45163.51404,26493.27444,26002.40635,73706.29546,20220.67035,9674.006648,29449.55866,38726.00257,10364.65884,8836.52811,22519.49343,66651.73507,19109.7187,28216.91507,31216.41209,9949.142611,32294.2855,1017.888144,21090.29866,49169.32771
72,25352.81191,15007.83078,12006.74821,25661.90915,14952.57443,66782.24665,20454.8403,19311.21623,2879.9461,45920.68832,11041.86719,41681.32834,24527.58892,24235.7038,69377.13182,17811.5981,8958.911165,27903.11267,37379.0298,9997.038974,8723.903264,20576.43654,63625.56079,17559.82001,26694.09253,28981.44547,9465.168531,32287.34319,909.7318584,19360.26774,47180.11276
73,25052.40898,14018.99339,13552.78402,22933.60249,14481.6151,62719.91003,16999.10317,16801.89962,4215.230252,41599.47805,10537.78433,40292.67949,24317.33085,26620.80231,69772.36457,15664.2135,8669.628639,27269.18464,36426.58347,9962.236364,8801.302544,20089.19019,69354.81174,16854.98188,25090.45829,26047.82923,9190.255534,31162.41125,789.4593897,16896.38215,46142.88887
74,23718.41315,13825.17586,12188.88841,22629.9798,13765.13439,59562.34971,15686.99393,15442.89872,3632.788901,40789.22632,10291.15959,39794.95577,23411.89449,21185.30664,68523.98765,16015.84385,8401.547117,26460.76425,36119.90008,9789.52829,8779.452587,18709.29319,67199.08336,16033.62034,25011.44364,24414.49367,8979.888308,30765.02404,709.0546399,16261.18182,43937.21575
75,22702.22889,13413.61844,10971.91341,21439.58734,13822.3295,56882.29165,15034.43814,14548.35293,3073.007717,39536.03146,10091.2445,37667.72503,22389.93659,19120.86825,66848.73237,14379.77606,8265.502584,25812.02778,35930.62281,9789.530063,8726.382402,17815.64156,65310.53769,15211.31558,24083.99809,23292.62179,8793.728961,30187.29052,683.0790876,15725.10302,41553.91208
76,21638.09931,13168.82792,9943.881115,20625.14001,13868.21177,54845.39493,14002.88922,14288.42393,2655.612832,39326.27141,10021.72272,35642.77601,21021.1773,17724.08491,64863.83034,13284.67939,8066.422099,25560.07882,35591.01855,9704.252787,8625.117042,17061.55219,62833.05601,14605.23027,23887.1894,22164.92778,8596.62176,29845.17505,646.4516858,15211.78588,39485.17678
77,20814.86335,13023.44761,9303.977342,19662.52761,13674.98534,52095.39961,13331.22267,14191.41144,2325.011423,38860.27785,10129.29417,33801.99058,19938.83381,16372.61408,63620.93343,12365.86348,8210.912933,25577.29029,35556.71916,9582.317472,8707.469628,16347.77474,61457.2506,14325.04432,23552.54747,21515.02812,8594.301001,29710.86276,635.9562074,15243.69664,38269.71293
78,20369.68673,13086.94924,8858.937699,18975.29228,13410.81198,50805.08446,13002.44655,14452.63294,2212.927195,38597.10915,11087.07525,33030.27702,19343.21863,15347.34672,63413.99026,11620.27986,8702.851809,25591.97856,35840.26137,9580.591002,8756.56139,15962.4913,61438.28317,14319.92113,23693.26695,21670.39343,8490.079288,29593.86956,604.5053868,14943.75443,38077.2098
79,20680.42916,13122.22549,8636.338613,19667.03786,13939.08669,50244.0512,13584.45246,14977.9397,2324.61893,40115.04522,12619.08204,33781.01558,18954.13459,15347.11842,64852.51865,12008.87683,9718.427555,26976.14934,36745.97383,9718.211799,8763.403576,16093.18972,63972.82454,14542.57899,24315.38793,21608.24307,8797.129365,29716.61681,631.3806508,15604.91921,39275.02786
80,20815.88909,14206.42213,8705.810467,19675.24105,14923.2757,51263.872,15288.02682,17289.8707,2520.458899,41504.38409,13036.82095,35305.85603,19147.28072,16681.73286,65909.70857,11802.35239,10030.41492,27612.67987,37419.17833,9778.805606,9137.717588,16947.49098,65917.57544,15660.55226,25792.92044,21553.19071,9424.216874,29807.42138,687.4468077,17264.78184,42707.71703
81,22060.32877,15507.42079,9996.632494,21363.95095,14988.60483,58632.79359,16459.36348,20256.91893,2846.615782,42646.30137,13080.43621,35604.79685,20372.03357,18535.49189,71404.53567,12493.31537,10336.03653,27364.31724,37213.1684,9491.039804,8997.348258,17824.97315,69028.6368,18365.42691,25339.00943,22342.51821,10332.13422,30303.79759,811.1240027,19254.07875,52463.19243
82,23797.36994,16995.21719,12741.79374,24437.30192,15065.36365,71322.41895,19671.96964,22883.6915,3766.558352,46480.01064,13328.1014,37721.44261,23789.88942,22070.21023,78099.46802,16215.46443,10968.09153,29245.26814,37673.98177,9720.449228,9004.270048,19764.59328,73296.38988,21576.06802,25965.55001,26828.18992,11583.69327,30893.36916,902.9991336,21551.58519,58903.98644
83,25687.23956,17678.02031,14198.44035,27177.10368,15399.89791,75263.87699,21410.49968,23870.32543,4444.03954,48463.45758,13708.56294,41192.65911,25679.87874,25214.80289,82689.2859,18352.98524,11318.18818,30395.75378,38105.1115,9655.446715,8557.690291,21284.22439,76445.21944,22825.84843,26813.51448,29506.9357,12040.96332,31109.90379,973.6515165,23004.73593,62273.61368
84,27603.0111,18035.48231,15197.35958,29366.34051,15610.54641,77759.72166,22574.26645,24725.00314,4326.730983,51003.11549,14547.55719,44916.74553,27145.70813,27878.72958,84113.79046,20256.38389,11482.21447,30384.98113,38886.15513,9720.22554,8704.577583,22790.20197,78940.74749,23215.55406,28174.96513,32232.42641,12488.38391,31771.27123,1008.076133,23362.15137,61198.07539
85,27383.06435,18000.6568,14637.39064,27862.52225,16222.09261,71732.07229,21473.96617,23691.3577,3684.317516,50608.63955,13417.90255,47701.46543,27396.59377,27818.36137,82067.3233,18250.19774,10858.32518,29295.73314,38674.47273,9783.200586,8750.315458,23459.58032,77877.6623,23355.66381,29356.82541,33330.31518,11937.94813,31953.36709,966.1711914,22193.62967,57392.61403
86,28729.21073,17871.75674,14859.47971,27360.5379,15563.54425,70188.24683,21324.97156,21700.51414,3340.518711,49039.11426,12925.79489,49369.81894,29290.07418,28364.66806,85428.06886,18791.04487,10962.92159,29516.133,37965.68216,9957.463876,9101.069761,24087.17031,77478.47331,23569.6495,28367.02956,33939.82916,12047.3382,32010.25575,905.6399169,20232.50114,62204.44198
87,28722.49505,17841.24458,15535.79914,28532.25534,15291.29856,77569.81887,22130.28918,21667.73051,3247.172691,49580.74754,13153.33015,48447.89558,29875.03117,28357.77626,85463.06662,19711.0351,11046.32763,30173.47999,37801.38601,9927.699109,9132.204218,23965.50016,79137.76462,23661.51118,27909.19757,34419.58676,12321.06942,31863.9938,862.6105558,20216.37984,63963.34637
88,28433.58989,17712.11042,15868.95418,28360.61813,15173.13675,79146.91548,23056.05852,21963.84311,3222.851202,50713.00829,13180.06502,47679.07971,29784.93232,27226.9089,85516.91017,19889.40359,11170.56505,29979.71455,38344.94623,10107.56435,9297.162198,23964.74312,79986.31484,23163.79553,28215.47522,34583.68016,12383.54991,31649.05911,867.0457116,20598.2428,63457.80326
