day,hour,count
0,0,0.9243263013025806
0,1,0.9290588740092944
0,2,0.9246175782284991
0,3,0.914846680098705
0,4,0.8890692596519927
0,5,0.7747364804211618
0,6,0.5867548245534473
0,7,0.47132712737156407
0,8,0.43606555099941835
0,9,0.4547116828912056
0,10,0.49632900358297627
0,11,0.5357059811462225
0,12,0.5632309624837424
0,13,0.5681113284964803
0,14,0.5432716866814207
0,15,0.51869896127769
0,16,0.4923768561471845
0,17,0.48439393698898053
0,18,0.5269208577539719
0,19,0.6005802787608332
0,20,0.6922120322973595
0,21,0.7726944835192985
0,22,0.8388800137893464
0,23,0.8995013970749104
1,0,0.9243263013025806
1,1,0.9290588740092944
1,2,0.9246175782284991
1,3,0.914846680098705
1,4,0.8890692596519927
1,5,0.7747364804211618
1,6,0.5867548245534473
1,7,0.47132712737156407
1,8,0.43606555099941835
1,9,0.4547116828912056
1,10,0.49632900358297627
1,11,0.5357059811462225
1,12,0.5632309624837424
1,13,0.5681113284964803
1,14,0.5432716866814207
1,15,0.51869896127769
1,16,0.4923768561471845
1,17,0.48439393698898053
1,18,0.5269208577539719
1,19,0.6005802787608332
1,20,0.6922120322973595
1,21,0.7726944835192985
1,22,0.8388800137893464
1,23,0.8995013970749104
2,0,0.9243263013025806
2,1,0.9290588740092944
2,2,0.9246175782284991
2,3,0.914846680098705
2,4,0.8890692596519927
2,5,0.7747364804211618
2,6,0.5867548245534473
2,7,0.47132712737156407
2,8,0.43606555099941835
2,9,0.4547116828912056
2,10,0.49632900358297627
2,11,0.5357059811462225
2,12,0.5632309624837424
2,13,0.5681113284964803
2,14,0.5432716866814207
2,15,0.51869896127769
2,16,0.4923768561471845
2,17,0.48439393698898053
2,18,0.5269208577539719
2,19,0.6005802787608332
2,20,0.6922120322973595
2,21,0.7726944835192985
2,22,0.8388800137893464
2,23,0.8995013970749104
3,0,0.9243263013025806
3,1,0.9290588740092944
3,2,0.9246175782284991
3,3,0.914846680098705
3,4,0.8890692596519927
3,5,0.7747364804211618
3,6,0.5867548245534473
3,7,0.47132712737156407
3,8,0.43606555099941835
3,9,0.4547116828912056
3,10,0.49632900358297627
3,11,0.5357059811462225
3,12,0.5632309624837424
3,13,0.5681113284964803
3,14,0.5432716866814207
3,15,0.51869896127769
3,16,0.4923768561471845
3,17,0.48439393698898053
3,18,0.5269208577539719
3,19,0.6005802787608332
3,20,0.6922120322973595
3,21,0.7726944835192985
3,22,0.8388800137893464
3,23,0.8995013970749104
4,0,0.9243263013025806
4,1,0.9290588740092944
4,2,0.9246175782284991
4,3,0.914846680098705
4,4,0.8890692596519927
4,5,0.7747364804211618
4,6,0.5867548245534473
4,7,0.47132712737156407
4,8,0.43606555099941835
4,9,0.4547116828912056
4,10,0.49632900358297627
4,11,0.5357059811462225
4,12,0.5632309624837424
4,13,0.5681113284964803
4,14,0.5432716866814207
4,15,0.51869896127769
4,16,0.4923768561471845
4,17,0.48439393698898053
4,18,0.5269208577539719
4,19,0.6005802787608332
4,20,0.6922120322973595
4,21,0.7726944835192985
4,22,0.8388800137893464
4,23,0.8995013970749104
5,0,0.9128989997535948
5,1,0.9172386432521253
5,2,0.9122461308336053
5,3,0.9012426154022903
5,4,0.8723018261573485
5,5,0.758808136700468
5,6,0.615099594754139
5,7,0.537805024700988
5,8,0.5044507856622404
5,9,0.4899953685647425
5,10,0.49771775776554317
5,11,0.5149447732996528
5,12,0.5405557155425751
5,13,0.5477353538182224
5,14,0.5238710248264582
5,15,0.5076509647595205
5,16,0.5099248577501239
5,17,0.5365795216110969
5,18,0.5872143579783888
5,19,0.6399233309448656
5,20,0.7012489257564489
5,21,0.7696799784055315
5,22,0.8331158117690987
5,23,0.8902235069053924
6,0,0.9128989997535948
6,1,0.9172386432521253
6,2,0.9122461308336053
6,3,0.9012426154022903
6,4,0.8723018261573485
6,5,0.758808136700468
6,6,0.615099594754139
6,7,0.537805024700988
6,8,0.5044507856622404
6,9,0.4899953685647425
6,10,0.49771775776554317
6,11,0.5149447732996528
6,12,0.5405557155425751
6,13,0.5477353538182224
6,14,0.5238710248264582
6,15,0.5076509647595205
6,16,0.5099248577501239
6,17,0.5365795216110969
6,18,0.5872143579783888
6,19,0.6399233309448656
6,20,0.7012489257564489
6,21,0.7696799784055315
6,22,0.8331158117690987
6,23,0.8902235069053924
