day,hour,count
0,0,0.0013331531860982812
0,1,0.001249778850087236
0,2,0.0013280217234037217
0,3,0.0015001568799640154
0,4,0.00195428097842177
0,5,0.003968496109051453
0,6,0.007280192877701943
0,7,0.009313697317300093
0,8,0.009934904998390712
0,9,0.009606413718489885
0,10,0.00887323608039196
0,11,0.008179526852470309
0,12,0.007694615751268092
0,13,0.007608637721765101
0,14,0.008046240854654071
0,15,0.008479141687136031
0,16,0.00894286156502729
0,17,0.009083497668367217
0,18,0.008334295489952607
0,19,0.007036628090423199
0,20,0.005422339820155815
0,21,0.004004470228495607
0,22,0.0028384713137877718
0,23,0.0017704966850335564
1,0,0.0013331531860982812
1,1,0.001249778850087236
1,2,0.0013280217234037217
1,3,0.0015001568799640154
1,4,0.00195428097842177
1,5,0.003968496109051453
1,6,0.007280192877701943
1,7,0.009313697317300093
1,8,0.009934904998390712
1,9,0.009606413718489885
1,10,0.00887323608039196
1,11,0.008179526852470309
1,12,0.007694615751268092
1,13,0.007608637721765101
1,14,0.008046240854654071
1,15,0.008479141687136031
1,16,0.00894286156502729
1,17,0.009083497668367217
1,18,0.008334295489952607
1,19,0.007036628090423199
1,20,0.005422339820155815
1,21,0.004004470228495607
1,22,0.0028384713137877718
1,23,0.0017704966850335564
2,0,0.0013331531860982812
2,1,0.001249778850087236
2,2,0.0013280217234037217
2,3,0.0015001568799640154
2,4,0.00195428097842177
2,5,0.003968496109051453
2,6,0.007280192877701943
2,7,0.009313697317300093
2,8,0.009934904998390712
2,9,0.009606413718489885
2,10,0.00887323608039196
2,11,0.008179526852470309
2,12,0.007694615751268092
2,13,0.007608637721765101
2,14,0.008046240854654071
2,15,0.008479141687136031
2,16,0.00894286156502729
2,17,0.009083497668367217
2,18,0.008334295489952607
2,19,0.007036628090423199
2,20,0.005422339820155815
2,21,0.004004470228495607
2,22,0.0028384713137877718
2,23,0.0017704966850335564
3,0,0.0013331531860982812
3,1,0.001249778850087236
3,2,0.0013280217234037217
3,3,0.0015001568799640154
3,4,0.00195428097842177
3,5,0.003968496109051453
3,6,0.007280192877701943
3,7,0.009313697317300093
3,8,0.009934904998390712
3,9,0.009606413718489885
3,10,0.00887323608039196
3,11,0.008179526852470309
3,12,0.007694615751268092
3,13,0.007608637721765101
3,14,0.008046240854654071
3,15,0.008479141687136031
3,16,0.00894286156502729
3,17,0.009083497668367217
3,18,0.008334295489952607
3,19,0.007036628090423199
3,20,0.005422339820155815
3,21,0.004004470228495607
3,22,0.0028384713137877718
3,23,0.0017704966850335564
4,0,0.0013331531860982812
4,1,0.001249778850087236
4,2,0.0013280217234037217
4,3,0.0015001568799640154
4,4,0.00195428097842177
4,5,0.003968496109051453
4,6,0.007280192877701943
4,7,0.009313697317300093
4,8,0.009934904998390712
4,9,0.009606413718489885
4,10,0.00887323608039196
4,11,0.008179526852470309
4,12,0.007694615751268092
4,13,0.007608637721765101
4,14,0.008046240854654071
4,15,0.008479141687136031
4,16,0.00894286156502729
4,17,0.009083497668367217
4,18,0.008334295489952607
4,19,0.007036628090423199
4,20,0.005422339820155815
4,21,0.004004470228495607
4,22,0.0028384713137877718
4,23,0.0017704966850335564
5,0,0.0015344694126177578
5,1,0.0014580173605021382
5,2,0.0015459710875163056
5,3,0.00173982142003665
5,4,0.002249674989430224
5,5,0.004249107768664118
5,6,0.006780839451706863
5,7,0.008142547734877765
5,8,0.008730153611289175
5,9,0.008984816535021301
5,10,0.008848770221116345
5,11,0.008545279694796315
5,12,0.008094088464053748
5,13,0.007967603862310095
5,14,0.00838802478499658
5,15,0.00867377564862763
5,16,0.008633716186258932
5,17,0.008164137578865624
5,18,0.007272097218838628
5,19,0.006343516530227155
5,20,0.005263135717346094
5,21,0.004057577148946227
5,22,0.0029400199947810742
5,23,0.0019339464575789634
6,0,0.0015344694126177578
6,1,0.0014580173605021382
6,2,0.0015459710875163056
6,3,0.00173982142003665
6,4,0.002249674989430224
6,5,0.004249107768664118
6,6,0.006780839451706863
6,7,0.008142547734877765
6,8,0.008730153611289175
6,9,0.008984816535021301
6,10,0.008848770221116345
6,11,0.008545279694796315
6,12,0.008094088464053748
6,13,0.007967603862310095
6,14,0.00838802478499658
6,15,0.00867377564862763
6,16,0.008633716186258932
6,17,0.008164137578865624
6,18,0.007272097218838628
6,19,0.006343516530227155
6,20,0.005263135717346094
6,21,0.004057577148946227
6,22,0.0029400199947810742
6,23,0.0019339464575789634
