day,hour,count
0,0,0.0030905786487987505
0,1,0.0024078528215027467
0,2,0.0019998044649709524
0,3,0.0018175506760995004
0,4,0.0018748620677032136
0,5,0.002388510952714105
0,6,0.0040367911207591185
0,7,0.0068586376846005515
0,8,0.007962386851779725
0,9,0.007954311474242824
0,10,0.007913578732656128
0,11,0.007777679838684137
0,12,0.007517163274446959
0,13,0.00767586800315373
0,14,0.007876365904867712
0,15,0.00797563255899004
0,16,0.008210610255490892
0,17,0.008652905533905077
0,18,0.008287148185074391
0,19,0.007378851012429436
0,20,0.006530192324410582
0,21,0.005755310894958879
0,22,0.004959409047345465
0,23,0.004031829229713754
1,0,0.0030905786487987505
1,1,0.0024078528215027467
1,2,0.0019998044649709524
1,3,0.0018175506760995004
1,4,0.0018748620677032136
1,5,0.002388510952714105
1,6,0.0040367911207591185
1,7,0.0068586376846005515
1,8,0.007962386851779725
1,9,0.007954311474242824
1,10,0.007913578732656128
1,11,0.007777679838684137
1,12,0.007517163274446959
1,13,0.00767586800315373
1,14,0.007876365904867712
1,15,0.00797563255899004
1,16,0.008210610255490892
1,17,0.008652905533905077
1,18,0.008287148185074391
1,19,0.007378851012429436
1,20,0.006530192324410582
1,21,0.005755310894958879
1,22,0.004959409047345465
1,23,0.004031829229713754
2,0,0.0030905786487987505
2,1,0.0024078528215027467
2,2,0.0019998044649709524
2,3,0.0018175506760995004
2,4,0.0018748620677032136
2,5,0.002388510952714105
2,6,0.0040367911207591185
2,7,0.0068586376846005515
2,8,0.007962386851779725
2,9,0.007954311474242824
2,10,0.007913578732656128
2,11,0.007777679838684137
2,12,0.007517163274446959
2,13,0.00767586800315373
2,14,0.007876365904867712
2,15,0.00797563255899004
2,16,0.008210610255490892
2,17,0.008652905533905077
2,18,0.008287148185074391
2,19,0.007378851012429436
2,20,0.006530192324410582
2,21,0.005755310894958879
2,22,0.004959409047345465
2,23,0.004031829229713754
3,0,0.0030905786487987505
3,1,0.0024078528215027467
3,2,0.0019998044649709524
3,3,0.0018175506760995004
3,4,0.0018748620677032136
3,5,0.002388510952714105
3,6,0.0040367911207591185
3,7,0.0068586376846005515
3,8,0.007962386851779725
3,9,0.007954311474242824
3,10,0.007913578732656128
3,11,0.007777679838684137
3,12,0.007517163274446959
3,13,0.00767586800315373
3,14,0.007876365904867712
3,15,0.00797563255899004
3,16,0.008210610255490892
3,17,0.008652905533905077
3,18,0.008287148185074391
3,19,0.007378851012429436
3,20,0.006530192324410582
3,21,0.005755310894958879
3,22,0.004959409047345465
3,23,0.004031829229713754
4,0,0.0030905786487987505
4,1,0.0024078528215027467
4,2,0.0019998044649709524
4,3,0.0018175506760995004
4,4,0.0018748620677032136
4,5,0.002388510952714105
4,6,0.0040367911207591185
4,7,0.0068586376846005515
4,8,0.007962386851779725
4,9,0.007954311474242824
4,10,0.007913578732656128
4,11,0.007777679838684137
4,12,0.007517163274446959
4,13,0.00767586800315373
4,14,0.007876365904867712
4,15,0.00797563255899004
4,16,0.008210610255490892
4,17,0.008652905533905077
4,18,0.008287148185074391
4,19,0.007378851012429436
4,20,0.006530192324410582
4,21,0.005755310894958879
4,22,0.004959409047345465
4,23,0.004031829229713754
5,0,0.0037023007139611423
5,1,0.0030627221676776143
5,2,0.0026291739748863065
5,3,0.0023855309799775525
5,4,0.002338922194023777
5,5,0.0025671217849065875
5,6,0.003194546380476552
5,7,0.004647019370361726
5,8,0.006365719596078916
5,9,0.007603161978197763
5,10,0.008410725748911153
5,11,0.008553030623477351
5,12,0.008438279468073006
5,13,0.008569407445320296
5,14,0.00886185825837321
5,15,0.008969290112252417
5,16,0.009126460698279285
5,17,0.00913757449927281
5,18,0.008555074919080587
5,19,0.0076996693202105735
5,20,0.006914361304040642
5,21,0.006118402317505904
5,22,0.005324842725584926
5,23,0.0044902245208232406
6,0,0.0037023007139611423
6,1,0.0030627221676776143
6,2,0.0026291739748863065
6,3,0.0023855309799775525
6,4,0.002338922194023777
6,5,0.0025671217849065875
6,6,0.003194546380476552
6,7,0.004647019370361726
6,8,0.006365719596078916
6,9,0.007603161978197763
6,10,0.008410725748911153
6,11,0.008553030623477351
6,12,0.008438279468073006
6,13,0.008569407445320296
6,14,0.00886185825837321
6,15,0.008969290112252417
6,16,0.009126460698279285
6,17,0.00913757449927281
6,18,0.008555074919080587
6,19,0.0076996693202105735
6,20,0.006914361304040642
6,21,0.006118402317505904
6,22,0.005324842725584926
6,23,0.0044902245208232406
