Region,2020
Anhui,16.7
Beijing,60.9
Chongqing,0
Fujian,0
Gansu,105.9
Guangdong,0
Guangxi,0
Guizhou,0.3
Hainan,0
Hebei,230.4
Heilongjiang,232.1
Henan,109.7
Hubei,4.6
Hunan,0
InnerMongolia,206
Jiangsu,0.3
Jiangxi,0
Jilin,146.6
Liaoning,263.3
Ningxia,38.3
Qinghai,30
Shaanxi,80.3
Shandong,275.9
Shanghai,0
Shanxi,180.5
Sichuan,0.2
Tianjin,59.5
Tibet,1.9
Xinjiang,135.4
Yunnan,0.4
Zhejiang,0
