State/Province,1985,1995,2000,2005,2010,2015,2020
Anhui,0.0,0.0,0.0,0.0,0.0,0.0,2190.0
Beijing,0.0,0.0,0.0,0.0,1970.0,5820.0,1492.0
Chongqing,0.0,0.0,0.0,0.0,0.0,940.0,980.0
Fujian,0.0,0.0,0.0,0.0,3900.0,0.0,485.0
Gansu,0.0,0.0,0.0,0.0,0.0,0.0,180.0
Guangdong,500.0,0.0,250.0,4135.0,6366.0,4124.0,36057.0
Guangxi,0.0,0.0,0.0,0.0,0.0,120.0,2375.0
Hainan,0.0,132.0,0.0,590.0,0.0,0.0,3804.0
Hebei,210.0,0.0,0.0,0.0,100.0,300.0,6079.0
Henan,0.0,0.0,0.0,0.0,1560.0,0.0,2090.0
Hubei,0.0,0.0,0.0,177.0,185.0,370.0,1399.0
Hunan,0.0,0.0,0.0,0.0,0.0,270.0,640.0
Inner Mongolia,0.0,0.0,0.0,0.0,300.0,0.0,100.0
Jiangsu,150.0,0.0,51.0,2466.0,1170.0,4732.0,13900.0
Jiangxi,125.0,0.0,0.0,0.0,0.0,0.0,384.0
Jilin,0.0,0.0,0.0,0.0,0.0,0.0,165.0
Liaoning,150.0,0.0,0.0,0.0,0.0,0.0,415.0
Ningxia,280.0,0.0,0.0,0.0,64.0,800.0,55.0
Shaanxi,0.0,0.0,0.0,0.0,0.0,0.0,93.0
Shandong,0.0,0.0,0.0,0.0,0.0,0.0,3345.0
Shanghai,500.0,0.0,0.0,1378.0,1200.0,2980.0,3131.0
Shanxi,200.0,0.0,0.0,0.0,0.0,1720.0,1206.0
Sichuan,0.0,0.0,0.0,0.0,0.0,700.0,3200.0
Tianjin,0.0,0.0,54.0,0.0,0.0,1763.0,2720.0
Tibet,0.0,0.0,0.0,0.0,0.0,180.0,0.0
Xinjiang,0.0,69.0,69.0,119.0,112.0,0.0,0.0
Zhejiang,0.0,0.0,686.0,1468.0,2710.0,7350.0,743.0
