day,hour,count
0,0,0.009080333702684722
0,1,0.007436574441922314
0,2,0.005770675125143044
0,3,0.0043572599377078225
0,4,0.0032691314164919466
0,5,0.0027067815717374626
0,6,0.002536319399925831
0,7,0.0027574438229601367
0,8,0.00485669551831055
0,9,0.005783729045201321
0,10,0.005260769677732589
0,11,0.0051441395729283365
0,12,0.005559475159747888
0,13,0.005199048462855903
0,14,0.0047022760166747545
0,15,0.005325178304277839
0,16,0.005502350892440742
0,17,0.0052725040001833645
0,18,0.006174792848976165
0,19,0.007831869466974594
0,20,0.009055384887690312
0,21,0.009863519524014786
0,22,0.009638559239602353
0,23,0.00977233082095807
1,0,0.009080333702684722
1,1,0.007436574441922314
1,2,0.005770675125143044
1,3,0.0043572599377078225
1,4,0.0032691314164919466
1,5,0.0027067815717374626
1,6,0.002536319399925831
1,7,0.0027574438229601367
1,8,0.00485669551831055
1,9,0.005783729045201321
1,10,0.005260769677732589
1,11,0.0051441395729283365
1,12,0.005559475159747888
1,13,0.005199048462855903
1,14,0.0047022760166747545
1,15,0.005325178304277839
1,16,0.005502350892440742
1,17,0.0052725040001833645
1,18,0.006174792848976165
1,19,0.007831869466974594
1,20,0.009055384887690312
1,21,0.009863519524014786
1,22,0.009638559239602353
1,23,0.00977233082095807
2,0,0.009080333702684722
2,1,0.007436574441922314
2,2,0.005770675125143044
2,3,0.0043572599377078225
2,4,0.0032691314164919466
2,5,0.0027067815717374626
2,6,0.002536319399925831
2,7,0.0027574438229601367
2,8,0.00485669551831055
2,9,0.005783729045201321
2,10,0.005260769677732589
2,11,0.0051441395729283365
2,12,0.005559475159747888
2,13,0.005199048462855903
2,14,0.0047022760166747545
2,15,0.005325178304277839
2,16,0.005502350892440742
2,17,0.0052725040001833645
2,18,0.006174792848976165
2,19,0.007831869466974594
2,20,0.009055384887690312
2,21,0.009863519524014786
2,22,0.009638559239602353
2,23,0.00977233082095807
3,0,0.009080333702684722
3,1,0.007436574441922314
3,2,0.005770675125143044
3,3,0.0043572599377078225
3,4,0.0032691314164919466
3,5,0.0027067815717374626
3,6,0.002536319399925831
3,7,0.0027574438229601367
3,8,0.00485669551831055
3,9,0.005783729045201321
3,10,0.005260769677732589
3,11,0.0051441395729283365
3,12,0.005559475159747888
3,13,0.005199048462855903
3,14,0.0047022760166747545
3,15,0.005325178304277839
3,16,0.005502350892440742
3,17,0.0052725040001833645
3,18,0.006174792848976165
3,19,0.007831869466974594
3,20,0.009055384887690312
3,21,0.009863519524014786
3,22,0.009638559239602353
3,23,0.00977233082095807
4,0,0.009080333702684722
4,1,0.007436574441922314
4,2,0.005770675125143044
4,3,0.0043572599377078225
4,4,0.0032691314164919466
4,5,0.0027067815717374626
4,6,0.002536319399925831
4,7,0.0027574438229601367
4,8,0.00485669551831055
4,9,0.005783729045201321
4,10,0.005260769677732589
4,11,0.0051441395729283365
4,12,0.005559475159747888
4,13,0.005199048462855903
4,14,0.0047022760166747545
4,15,0.005325178304277839
4,16,0.005502350892440742
4,17,0.0052725040001833645
4,18,0.006174792848976165
4,19,0.007831869466974594
4,20,0.009055384887690312
4,21,0.009863519524014786
4,22,0.009638559239602353
4,23,0.00977233082095807
5,0,0.009500569284433573
5,1,0.00797814626240562
5,2,0.006324040196754207
5,3,0.004839909717416719
5,4,0.003655591723157533
5,5,0.002967108804316275
5,6,0.0027872792506806227
5,7,0.002307451290508956
5,8,0.0027724339779641766
5,9,0.003794888861310746
5,10,0.004162426450821003
5,11,0.0045571191901195756
5,12,0.004863573085658368
5,13,0.005150259078502846
5,14,0.005352622395664805
5,15,0.0060387675569896025
5,16,0.00642603549902766
5,17,0.0065898490653145
5,18,0.007005797577681064
5,19,0.007837022485493228
5,20,0.008683558030476613
5,21,0.009640026694788013
5,22,0.009604196078806276
5,23,0.010018470298850878
6,0,0.009500569284433573
6,1,0.00797814626240562
6,2,0.006324040196754207
6,3,0.004839909717416719
6,4,0.003655591723157533
6,5,0.002967108804316275
6,6,0.0027872792506806227
6,7,0.002307451290508956
6,8,0.0027724339779641766
6,9,0.003794888861310746
6,10,0.004162426450821003
6,11,0.0045571191901195756
6,12,0.004863573085658368
6,13,0.005150259078502846
6,14,0.005352622395664805
6,15,0.0060387675569896025
6,16,0.00642603549902766
6,17,0.0065898490653145
6,18,0.007005797577681064
6,19,0.007837022485493228
6,20,0.008683558030476613
6,21,0.009640026694788013
6,22,0.009604196078806276
6,23,0.010018470298850878
