day,hour,count
0,0,0.007219628860970757
0,1,0.0051868627183333845
0,2,0.003669254640034936
0,3,0.002622936318621706
0,4,0.0019710878661681652
0,5,0.0022812700964735502
0,6,0.002915628144472892
0,7,0.0037552141160089843
0,8,0.005735673880627538
0,9,0.007310983676717263
0,10,0.007763746800502347
0,11,0.007243258232596645
0,12,0.006252603434524587
0,13,0.005675995878787402
0,14,0.005357843317155618
0,15,0.005794647482404139
0,16,0.0065313465197815715
0,17,0.007652802511702264
0,18,0.008092852756727624
0,19,0.007786016339968866
0,20,0.00766626250704644
0,21,0.008359943427648826
0,22,0.007910979618623
0,23,0.00810030371124435
1,0,0.007219628860970757
1,1,0.0051868627183333845
1,2,0.003669254640034936
1,3,0.002622936318621706
1,4,0.0019710878661681652
1,5,0.0022812700964735502
1,6,0.002915628144472892
1,7,0.0037552141160089843
1,8,0.005735673880627538
1,9,0.007310983676717263
1,10,0.007763746800502347
1,11,0.007243258232596645
1,12,0.006252603434524587
1,13,0.005675995878787402
1,14,0.005357843317155618
1,15,0.005794647482404139
1,16,0.0065313465197815715
1,17,0.007652802511702264
1,18,0.008092852756727624
1,19,0.007786016339968866
1,20,0.00766626250704644
1,21,0.008359943427648826
1,22,0.007910979618623
1,23,0.00810030371124435
2,0,0.007219628860970757
2,1,0.0051868627183333845
2,2,0.003669254640034936
2,3,0.002622936318621706
2,4,0.0019710878661681652
2,5,0.0022812700964735502
2,6,0.002915628144472892
2,7,0.0037552141160089843
2,8,0.005735673880627538
2,9,0.007310983676717263
2,10,0.007763746800502347
2,11,0.007243258232596645
2,12,0.006252603434524587
2,13,0.005675995878787402
2,14,0.005357843317155618
2,15,0.005794647482404139
2,16,0.0065313465197815715
2,17,0.007652802511702264
2,18,0.008092852756727624
2,19,0.007786016339968866
2,20,0.00766626250704644
2,21,0.008359943427648826
2,22,0.007910979618623
2,23,0.00810030371124435
3,0,0.007219628860970757
3,1,0.0051868627183333845
3,2,0.003669254640034936
3,3,0.002622936318621706
3,4,0.0019710878661681652
3,5,0.0022812700964735502
3,6,0.002915628144472892
3,7,0.0037552141160089843
3,8,0.005735673880627538
3,9,0.007310983676717263
3,10,0.007763746800502347
3,11,0.007243258232596645
3,12,0.006252603434524587
3,13,0.005675995878787402
3,14,0.005357843317155618
3,15,0.005794647482404139
3,16,0.0065313465197815715
3,17,0.007652802511702264
3,18,0.008092852756727624
3,19,0.007786016339968866
3,20,0.00766626250704644
3,21,0.008359943427648826
3,22,0.007910979618623
3,23,0.00810030371124435
4,0,0.007219628860970757
4,1,0.0051868627183333845
4,2,0.003669254640034936
4,3,0.002622936318621706
4,4,0.0019710878661681652
4,5,0.0022812700964735502
4,6,0.002915628144472892
4,7,0.0037552141160089843
4,8,0.005735673880627538
4,9,0.007310983676717263
4,10,0.007763746800502347
4,11,0.007243258232596645
4,12,0.006252603434524587
4,13,0.005675995878787402
4,14,0.005357843317155618
4,15,0.005794647482404139
4,16,0.0065313465197815715
4,17,0.007652802511702264
4,18,0.008092852756727624
4,19,0.007786016339968866
4,20,0.00766626250704644
4,21,0.008359943427648826
4,22,0.007910979618623
4,23,0.00810030371124435
5,0,0.00733691694226575
5,1,0.004903993054087413
5,2,0.003576887211696167
5,3,0.002579278882201437
5,4,0.0018085795522023583
5,5,0.002341618171307839
5,6,0.0028303297099533764
5,7,0.003854383860740814
5,8,0.006914767585167014
5,9,0.00818661096078364
5,10,0.007416916186980424
5,11,0.0062942159350442405
5,12,0.005438928154805544
5,13,0.005541698017962825
5,14,0.0050613972310718765
5,15,0.005253899938323987
5,16,0.006207535068339445
5,17,0.007622512896216975
5,18,0.008221666257995409
5,19,0.008026413811307821
5,20,0.00787244026689856
5,21,0.00844861607316249
5,22,0.008313204255114177
5,23,0.008804332833513272
6,0,0.00733691694226575
6,1,0.004903993054087413
6,2,0.003576887211696167
6,3,0.002579278882201437
6,4,0.0018085795522023583
6,5,0.002341618171307839
6,6,0.0028303297099533764
6,7,0.003854383860740814
6,8,0.006914767585167014
6,9,0.00818661096078364
6,10,0.007416916186980424
6,11,0.0062942159350442405
6,12,0.005438928154805544
6,13,0.005541698017962825
6,14,0.0050613972310718765
6,15,0.005253899938323987
6,16,0.006207535068339445
6,17,0.007622512896216975
6,18,0.008221666257995409
6,19,0.008026413811307821
6,20,0.00787244026689856
6,21,0.00844861607316249
6,22,0.008313204255114177
6,23,0.008804332833513272
